dataset_origin	title	description	description_length
figshare	MLCV: Bridging Machine-Learning-Based Dimensionality Reduction and Free-Energy Calculation	Importance-sampling algorithms leaning on the definition of a model reaction coordinate (RC) are widely employed to probe processes relevant to chemistry and biology alike, spanning time scales not amenable to common, brute-force molecular dynamics (MD) simulations. In practice, the model RC often consists of a handful of collective variables (CVs) chosen on the basis of chemical intuition. However, constructing manually a low-dimensional RC model to describe an intricate geometrical transformation for the purpose of free-energy calculations and analyses remains a daunting challenge due to the inherent complexity of the conformational transitions at play. To solve this issue, remarkable progress has been made in employing machine-learning techniques, such as autoencoders, to extract the low-dimensional RC model from a large set of CVs. Implementation of the differentiable, nonlinear machine-learned CVs in common MD engines to perform free-energy calculations is, however, particularly cumbersome. To address this issue, we present here a user-friendly tool (called MLCV) that facilitates the use of machine-learned CVs in importance-sampling simulations through the popular Colvars module. Our approach is critically probed with three case examples consisting of small peptides, showcasing that through hard-coded neural network in Colvars, deep-learning and enhanced-sampling can be effectively bridged with MD simulations. The MLCV code is versatile, applicable to all the CVs available in Colvars, and can be connected to any kind of dense neural networks. We believe that MLCV provides an effective, powerful, and user-friendly platform accessible to experts and nonexperts alike for machine-learning (ML)-guided CV discovery and enhanced-sampling simulations to unveil the molecular mechanisms underlying complex biochemical processes.	1944.0
figshare	Molecular Dynamics Simulations of Depth Distribution of Spin-Labeled Phospholipids within Lipid Bilayer	Spin-labeled lipids are commonly used as fluorescence quenchers in studies of membrane penetration of dye-labeled proteins and peptides using depth-dependent quenching. Accurate calculations of depth of the fluorophore rely on the use of several spin labels placed in the membrane at various positions. The depth of the quenchers (spin probes) has to be determined independently; however, experimental determination of transverse distributions of spin probe depths is difficult. In this Article, we use molecular dynamics (MD) simulations to study the membrane behavior and depth distributions of spin-labeled phospholipids in a 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine (POPC) bilayer. To probe different depths within the bilayer, a series containing five Doxyl-labeled lipids (n-Doxyl PC) has been studied, in which a spin moiety was covalently attached to nth carbon atoms (where n = 5, 7, 10, 12, and 14) of the sn-2 stearoyl chain of the host phospholipid. Our results demonstrate that the chain-attached spin labels are broadly distributed across the model membrane and their environment is characterized by a high degree of mobility and structural heterogeneity. Despite the high thermal disorder, the depth distributions of the Doxyl labels were found to correlate well with their attachment positions, indicating that the distribution of the spin label within the model membrane is dictated by the depth of the nth lipid carbon atom and not by intrinsic properties of the label. In contrast, a much broader and heterogeneous distribution was observed for a headgroup-attached Tempo spin label of Tempo-PC lipids. MD simulations reveal that, due to the hydrophobic nature, a Tempo moiety favors partitioning from the headgroup region deeper into the membrane. Depending on the concentration of Tempo-PC lipids, the probable depth of the Tempo moiety could span a range from 14.4 to 18.2 Å from the membrane center. Comparison of the MD-estimated immersion depths of Tempo and n-Doxyl labels with their suggested experimental depth positions allows us to review critically the possible sources of error in depth-dependent fluorescence quenching studies.	2271.0
figshare	Exploring Methamphetamine Nonenantioselectively Targeting Toll-like Receptor 4/Myeloid Differentiation Protein 2 by in Silico Simulations and Wet-Lab Techniques	Methamphetamine (METH) is one of the highly addictive nonopioid psychostimulants, acting as a xenobiotic-associated molecular pattern (XAMP) to target TLR4 and activate microglia. However, the molecule recognition of METH by innate immune receptor TLR4/MD-2 is not well-understood. METH exists in two enantiomeric forms, and it is unclear whether the TLR4 innate immune recognition with METH is stereoselective. Herein, molecular dynamics (MDs) simulations were performed to dissect the recognition of (+)-METH and (−)-METH by TLR4/MD-2 at the atomic level. Amphetamine (AMPH), which is an analogue of METH, was also investigated for comparison. Computational simulations indicate that METH binds into the interaction interface between MD-2 as well as TLR4* that is from the adjacent copy of TLR4-MD-2, therefore stabilizing the active heterotetramer (TLR4/MD-2)2 complex. The calculated binding free energies and potential of mean force (PMF) values show that (−)-METH and (+)-METH have similar TLR4/MD-2 binding affinity. Further dynamics analyses of bindings with TLR4/MD-2 indicate that (−)-METH and (+)-METH behave similarly. Unlike the stereoselective neuron-stimulating activities of METH, no enantioselectivity was observed for METH interacting with TLR4/MD-2 complex as well as activating TLR4 signaling. Compared to METH, AMPH showed much weaker interactions with TLR4/MD-2, indicating that the substituted methyl group is critical in the molecular recognition of METH by TLR4/MD-2. In all, this study provides molecular insight into the innate immune recognition of METH, which demonstrates that METH could be nonenantioselectively sensed by TLR4/MD-2.	1823.0
figshare	A Coarse-Grained Molecular Dynamics Approach to the Study of the Intrinsically Disordered Protein α‑Synuclein	Intrinsically disordered proteins (IDPs) are not well described by a single 3D conformation but by an ensemble of them, which makes their structural characterization especially challenging, both experimentally and computationally. Most all-atom force fields are designed for folded proteins and give too compact IDP conformations. α-Synuclein is a well-known IDP because of its relation to Parkinson’s disease (PD). To understand its role in this disease at the molecular level, an efficient methodology is needed for the generation of conformational ensembles that are consistent with its known properties (in particular, with its dimensions) and that is readily extensible to post-translationally modified forms of the protein, commonly found in PD patients. Herein, we have contributed to this goal by performing explicit-solvent, microsecond-long Replica Exchange with Solute Scaling (REST2) simulations of α-synuclein with the coarse-grained force field SIRAH, finding that a 30% increase in the default strength of protein–water interactions yields a much better reproduction of its radius of gyration. Other known properties of α-synuclein, such as chemical shifts, secondary structure content, and long-range contacts, are also reproduced. Furthermore, we have simulated a glycated form of α-synuclein to suggest the extensibility of the method to its post-translationally modified forms. The computationally efficient REST2 methodology in combination with coarse-grained representations will facilitate the simulations of this relevant IDP and its modified forms, enabling a better understanding of their roles in disease and potentially leading to efficient therapies.	1787.0
figshare	A Coarse-Grained Molecular Dynamics Approach to the Study of the Intrinsically Disordered Protein α‑Synuclein	Intrinsically disordered proteins (IDPs) are not well described by a single 3D conformation but by an ensemble of them, which makes their structural characterization especially challenging, both experimentally and computationally. Most all-atom force fields are designed for folded proteins and give too compact IDP conformations. α-Synuclein is a well-known IDP because of its relation to Parkinson’s disease (PD). To understand its role in this disease at the molecular level, an efficient methodology is needed for the generation of conformational ensembles that are consistent with its known properties (in particular, with its dimensions) and that is readily extensible to post-translationally modified forms of the protein, commonly found in PD patients. Herein, we have contributed to this goal by performing explicit-solvent, microsecond-long Replica Exchange with Solute Scaling (REST2) simulations of α-synuclein with the coarse-grained force field SIRAH, finding that a 30% increase in the default strength of protein–water interactions yields a much better reproduction of its radius of gyration. Other known properties of α-synuclein, such as chemical shifts, secondary structure content, and long-range contacts, are also reproduced. Furthermore, we have simulated a glycated form of α-synuclein to suggest the extensibility of the method to its post-translationally modified forms. The computationally efficient REST2 methodology in combination with coarse-grained representations will facilitate the simulations of this relevant IDP and its modified forms, enabling a better understanding of their roles in disease and potentially leading to efficient therapies.	1787.0
figshare	Halogen Bonding: An Underestimated Player in Membrane–Ligand Interactions	Halogen bonds (XBs) are noncovalent interactions where halogen atoms act as electrophilic species interacting with Lewis bases. These interactions are relevant in biochemical systems being increasingly explored in drug discovery, mainly to modulate protein–ligand interactions, but are also found in engineered protein or nucleic acid systems. In this work, we report direct evidence for the existence of XBs in the context of biological membrane systems, thus expanding the scope of application of these interactions. Indeed, our molecular dynamics simulations show the presence of favorable interactions between halobenzene derivatives and both phosphate or ester oxygen acceptors from a model phospholipid bilayer, thus supporting the existence of XB-mediated phospholipid–halogen recognition phenomena influencing the membrane insertion profile of the ligands and their orientational preferences. This represents a relevant interaction, previously overlooked, eventually determining the pharmacological or toxicological activity of halogenated compounds and hence with potential implications in drug discovery and development, a place where such species account for a significant part of the chemical space. We also provide insights into a potential role for XBs in the water-to-membrane insertion of halogenated ligands as XBs are systematically observed during this process. Therefore, our data strongly suggest that, as the ubiquitous hydrogen bond, XBs should be accounted for in the development of membrane partition models.	1606.0
figshare	Impact of Remdesivir Incorporation along the Primer Strand on SARS-CoV‑2 RNA-Dependent RNA Polymerase	Remdesivir was the first antiviral drug that received emergency use authorization from the United States Food and Drug Administration and is now formally approved to treat COVID-19. Remdesivir is a nucleotide analogue that targets the RNA-dependent RNA polymerase (RdRp) of coronaviruses, including SARS-CoV-2. The solution of multiple RdRp structures has been one of the main axes of research in the race against the SARS-CoV-2 virus. Several hypotheses of the mechanism of inhibition of RdRp by remdesivir have been proposed, although open questions remain. This work uses molecular dynamics simulations to explore the impact of remdesivir and two analogues as incoming nucleotides and of up to four incorporations of remdesivir along the primer strand on RdRp. The simulation results suggest that the overall structure and the dynamical behavior of RdRp are destabilized by remdesivir and the two analogues in the incoming position. The incorporation of remdesivir along the primer strand impacts specific non-bonded interactions between the nascent RNA and the polymerase subunit, as well as the overall dynamical networks on RdRp. The strongest impact on the structure and dynamics are observed after three incorporations, when remdesivir is located at position −A3, in agreement with previously reported experimental and computational results. Our results provide atomic-level details of the role played by remdesivir on the disruption of RNA synthesis by RdRp and the main drivers of these disruptions.	1610.0
figshare	Cholesteryl Hemisuccinate Is Not a Good Replacement for Cholesterol in Lipid Nanodiscs	Nanodiscs are suitable tools for studies of membrane proteins (MPs) due to their ability to mimic native biological membranes, and several MP structures are solved in nanodiscs. Among the various cell membrane components, cholesterol (CHL) is known to regulate protein function and its concentration can reach up to 50 mol %. However, studies comprising cholesterol are challenging due to its hydrophobic nature, hence, nanodiscs with only a low cholesterol concentration have been studied. To overcome the problem, cholesterol analogs with high solubility in polar solutions are often used, and one of them is cholesteryl hemisuccinate (CHS). Nevertheless, in molecular dynamics (MD) simulation, this is not an obstacle. In this study, we performed MD simulations of nanodiscs containing neutral phosphatidylcholine (POPC) lipids, negatively charged phosphatidylglycerol (POPG) lipids, CHL, or negatively charged cholesterol analog, CHS. Our simulations show that CHS increases the order of lipids in nanodiscs; the effect is, however, weaker than CHL and even smaller in nanodiscs. Furthermore, CHS gathered around scaffold proteins while cholesterol was uniformly distributed in the nanodiscs. Thus, nanodiscs with CHS are heterogeneous and not equivalent to nanodiscs with CHL. Finally, we also observed the increased concentration of POPG near the scaffold proteins, driven by electrostatic interactions. The MD results are experimentally validated using electron paramagnetic resonance spectroscopy. These results show that nanodiscs are, in fact, complex structures not easily comparable with planar lipid bilayers.	1708.0
figshare	Modeling of Arylamide Helix Mimetics in the p53 Peptide Binding Site of hDM2 Suggests Parallel and Anti-Parallel Conformations Are Both Stable	The design of novel α-helix mimetic inhibitors of protein-protein interactions is of interest to pharmaceuticals and chemical genetics researchers as these inhibitors provide a chemical scaffold presenting side chains in the same geometry as an α-helix. This conformational arrangement allows the design of high affinity inhibitors mimicking known peptide sequences binding specific protein substrates. We show that GAFF and AutoDock potentials do not properly capture the conformational preferences of α-helix mimetics based on arylamide oligomers and identify alternate parameters matching solution NMR data and suitable for molecular dynamics simulation of arylamide compounds. Results from both docking and molecular dynamics simulations are consistent with the arylamides binding in the p53 peptide binding pocket. Simulations of arylamides in the p53 binding pocket of hDM2 are consistent with binding, exhibiting similar structural dynamics in the pocket as simulations of known hDM2 binders Nutlin-2 and a benzodiazepinedione compound. Arylamide conformations converge towards the same region of the binding pocket on the 20 ns time scale, and most, though not all dihedrals in the binding pocket are well sampled on this timescale. We show that there are two putative classes of binding modes for arylamide compounds supported equally by the modeling evidence. In the first, the arylamide compound lies parallel to the observed p53 helix. In the second class, not previously identified or proposed, the arylamide compound lies anti-parallel to the p53 helix. 	1710.0
figshare	In-Depth Theoretical Probe into Novel Mixed-Metal Uranium-Based Endohedral Clusterfullerenes Sc2UX@Ih(31924)‑C80 (X = C, N)	Mixed-metal uranium-based endohedral clusterfullerenes, Sc2UX@C80 (X = C, N), which were recently reported in experiments, have been investigated considering heptagon-containing isomers by density functional theory calculations in conjunction with statistical thermodynamic analysis. The triplet Sc2UC@Ih(31924)-C80 and quartet Sc2UN@Ih(31924)-C80, named after the spiral number (31924), are found to be thermodynamically stable and satisfy aromaticity rules. Furthermore, the restricted movements of the Sc2UX (X = C, N) cluster in Ih(31924)-C80 have been demonstrated via ab initio molecular dynamics simulations. The six-electron transfer from the inner cluster to the cage results in the electronic structures (Sc2UX)6+@C806– (X = C, N), which were also confirmed by natural bond orbital analysis. On the basis of the frontier molecular orbitals, the oxidation states of uranium in Sc2UC@C80 and Sc2UN@C80 are +IV and +III, respectively, with residual electrons in 5f orbitals of U. The chemical bond between U and C (N) of the inner cluster is characterized as a double bond (single bond) by an analysis of the Mayer bond orders. There are covalent interactions between the inner cluster and outer cage, which is clarified by the quantum theory of atoms in molecules. IR spectra of the optimal isomers have also been simulated, which show the clear difference between Sc2UX@C80 (X = C, N). These findings, together with simulated results, are expected to supply useful information in future experiments of mixed-metal uranium-based endohedral clusterfullerenes.	1689.0
figshare	Structural Correspondence of Solution, Liquid Crystal, and Crystalline Phases of the Chromonic Mesogen Sunset Yellow	The azo dye, sunset yellow, is a prototypical, chromonic liquid crystal in which assembly in aqueous solution at high volume fraction leads to lyotropic mesophases with a “package of properties distinct in almost every aspect” (Lydon, J. Curr. Opin. Colloid Interface Sci. 2004, 8, 480). In particular, the isotropic to nematic transition in such phases, the consequence of stacking of dye molecules in chains, is difficult to bring into correspondence with athermal theories for rigid rods as well as modifications that consider chain interactions with one another. Chromonic mesogens, small molecules that stack to form lyotropic liquid crystals, prompt structural questions that have yet to be answered; a full understanding of structure should inform colligative properties. Herein, the single crystal structure of a guanidinium salt of the sunset yellow dianion, a known chromonic mesogen, is reported. The compound crystallizes as a dihydrate, tetrahydrofuran solvate in the orthorhombic space group Pnna, with a = 6.8426(5) Å, b = 20.048(1) Å, c = 21.466(2) Å. The sunset yellow molecules, point group approximately Cs, are disordered about a crystallographic diad axis. The structure is informative because pairwise interactions in the disordered crystal structure show a remarkable correspondence with the stereochemistry of sunset yellow molecules in solution and in the liquid crystal phase. The solution structure is here simulated by the combination of molecular dynamics, metadynamics, and quantum chemical computations. The comparable disorder in the fluid and solid states suggests the possibility that stacked aggregates adhere to growing crystals intact. Computations were used to evaluate proposals that stacking faults and branching points lower the X-ray correlation lengths while preserving extended structures. Evidence is found for stacking faults but not branches. The solution stereochemistry and stereodynamics has implications for the geometry of long rods, for which understanding is a prerequisite for reckoning properties of vexing chromonic mesophases.	2200.0
figshare	Spectroscopically Guided Simulations Reveal Distinct Strategies for Positioning Substrates to Achieve Selectivity in Nonheme Fe(II)/α-Ketoglutarate-Dependent Halogenases	Nonheme iron halogenases, such as SyrB2, WelO5, and BesD, halogenate unactivated carbon atoms of diverse substrates at ambient conditions with exquisite selectivity seldom matched by nonbiological catalysts. Using experimentally guided molecular dynamics (MD) simulations augmented with multiscale (i.e., quantum mechanics/molecular mechanics) simulations of substrate-bound complexes of BesD and WelO5, we investigate substrate/active-site dynamics that enable selective halogenation. Our simulations reveal that active-site configurational isomerization is necessary in WelO5 to attain a substrate/active-site geometry consistent with its observed chemo- and regioselectivity. Conversely, a slight reorientation of the substrate from its crystal structure position is sufficient to enable regioselective chlorination in BesD without the need to invoke active-site isomerization. We observe very different patterns of substrate–protein interactions for these two enzymes, and we relate the nature of these interactions to the distinct substrates. For BesD, we resolve the uncertainty around the mechanistic relevance of Asn219. Our simulations reveal that the optimum substrate/active-site geometry also outweighs the interactions between the metal-oxo and the protein environment in facilitating the required chemoselectivity in halogenases. Our work highlights how different substrate-dependent strategies are used to accomplish selectivity-promoting proximity in halogenases.	1648.0
figshare	Interfacial Structures in Ionic Liquid-Based Ternary Electrolytes for Lithium-Metal Batteries: A Molecular Dynamics Study	Lithium-metal batteries are promising candidates to fulfill the future performance requirements for energy storage applications. However, the tendency to form metallic dendrites and the undesirable side reactions between the electrolyte and the Li electrode lead to poor performance and safety issues in these batteries. Therefore, understanding the interfacial properties and the Li-metal surface/electrolyte interactions is crucial to resolve the remaining obstacles and make these devices feasible. Here, we report a computational study on the interface effects in ternary polymer electrolytes composed by poly­(ethylene oxide) (PEO), lithium salts, and different ionic liquids (ILs) confined between two Li-metal slabs. Atomistic simulations are used to characterize the local environment of the Li+ ions and the transport properties in the bulk and at the interface regions. Aggregation of ions at the metal surface is seen in all investigated systems; the structure and composition are directly correlated to the IL components. The strong interactions between the electrolyte species and the Li-metal atoms result in the structuring of the electrolyte at the interface region, in which comparatively small and flat ions result in a well-defined region with extensive Li+ populations and high self-diffusion coefficients. In contrast, large ions such as [P222mom]+ increase the PEO density in the bulk due to large steric effects at the interface. Therefore, the choice of specific ILs in ternary polymer electrolytes can tune the structure–dynamic properties at the Li-metal surface/electrolyte interface, controlling the SEI formation at the electrode surface, and thereby improve battery performance.	1829.0
figshare	Free Energy Calculation of Nanodiamond-Membrane AssociationThe Effect of Shape and Surface Functionalization	Nanodiamonds (NDs) are nanoscale diamond particles with broad applications in biosensing, drug delivery, and long-term tracking. Their interactions with a membrane dictate both the endocytosis process and subsequent intracellular fate of the nanoparticles. However, details of ND-membrane association and the energetics of this process remain largely unknown. In this work, we use all-atom molecular dynamics (MD) simulations to determine the free energy profile and molecular details of ND-membrane association, with a focus on the impact of shape and surface functionalization. Through altogether 6.5 μs umbrella sampling on six atomistic ND models of different shapes (spherical or pyramidal) and surface functionalization (5%, 35%, and 55%), we show that nanodiamonds associate favorably with the membrane, which is largely driven by ND–lipid interactions. During its membrane association, the shape of a nanodiamond plays a key role in determining the location of the free energy minimum, while its surface functionalization modulates the depth of the minimum. Of the six models studied here, all spherical NDs adhere to the bilayer surface, whereas pyramidal NDs, with the exception of the most functionalized P55, anchor inside the membrane. Shape also dominates the height of the free energy barrier: the sharp pyramidal NDs have much lower barriers against penetrating a POPC bilayer than spherical ones. Our all-atom ND models and their bilayer association strength determined here can be combined with future coarse-grained or continuum models to further explore ND–membrane interactions on larger length scales.	1732.0
figshare	Reconsidering the Roles of Noncovalent Intramolecular “Locks” in π‑Conjugated Molecules	The extrinsic properties of organic semiconductors (OSC) are connected both to local and long-range thin-film morphologies. While it is desirable to synthetically regulate OSC solid-state structure, there remains limited understanding of the rich and complex relationships among the molecular structure of the chromophores that comprise the OSC and the functional parameters of the processing environment (e.g., solvent, solution composition, and temperature), each of which will impact the final OSC structure and characteristics. Here, we are interested in exploring how chromophore chemistry and the processing environment impact the structures of oligomers comprised of electron-rich donor and electron-deficient acceptor moieties, as conformational variations among these groups can impact OSC formation. Specifically, we make use of quantum-chemical calculations and molecular dynamics (MD) simulations to systematically investigate how variations in molecular design and processing chemistry influence the structure, dynamics, and aggregation tendencies of donor–acceptor (D–A) oligomers in solution. The investigation reveals preferential rotational isomer populations as a function of the oligomer chemistry, solvent environment, and oligomer concentration. Notably, questions are brought forward concerning the current emphasis on the roles of noncovalent intramolecular interactions in the design of OSC building blocks. Overall, the results provide an in-depth molecular-scale foundation to allow for thermodynamic and kinetic control of OSC morphology development through chromophore design and solvent optimization.	1716.0
figshare	Fast Dynamic Docking Guided by Adaptive Electrostatic Bias: The MD-Binding Approach	Engineering chemical entities to modify how pharmaceutical targets function, as it is done in drug design, requires a good understanding of molecular recognition and binding. In this context, the limitations of statically describing bimolecular recognition, as done in docking/scoring, call for insightful and efficient dynamical investigations. On the experimental side, the characterization of dynamical binding processes is still in its infancy. Thus, computer simulations, particularly molecular dynamics (MD), are compelled to play a prominent role, allowing a deeper comprehension of the binding process and its causes and thus a more informed compound selection, making more significant the computational contribution to drug discovery (Carlson, H. A. Curr. Opin. Chem. Biol. 2002, 6, 447−452). Unfortunately, MD-based approaches cannot yet describe complex events without incurring prohibitive time and computational costs. Here, we present a new method for fully and dynamically simulating drug–target-complex formations, tested against a real world and pharmaceutically relevant benchmark set. The method, based on an adaptive, electrostatics-inspired bias, envisions a campaign of trivially parallel short MD simulations and a strategy to identify a near native binding pose from the sampled configurations. At an affordable computational cost, this method provided predictions of good accuracy also when the starting protein conformation was different from that of the crystal complex, a known hurdle for traditional molecular docking (Lexa, K. W.; Carlson, H. A. Q. Rev. Biophys. 2012, 45, 301−343). Moreover, along the observed binding routes, it identified some key features also found by much more computationally expensive plain-MD simulations. Overall, this methodology represents significant progress in the description of binding phenomena.	1943.0
figshare	Fast Dynamic Docking Guided by Adaptive Electrostatic Bias: The MD-Binding Approach	Engineering chemical entities to modify how pharmaceutical targets function, as it is done in drug design, requires a good understanding of molecular recognition and binding. In this context, the limitations of statically describing bimolecular recognition, as done in docking/scoring, call for insightful and efficient dynamical investigations. On the experimental side, the characterization of dynamical binding processes is still in its infancy. Thus, computer simulations, particularly molecular dynamics (MD), are compelled to play a prominent role, allowing a deeper comprehension of the binding process and its causes and thus a more informed compound selection, making more significant the computational contribution to drug discovery (Carlson, H. A. Curr. Opin. Chem. Biol. 2002, 6, 447−452). Unfortunately, MD-based approaches cannot yet describe complex events without incurring prohibitive time and computational costs. Here, we present a new method for fully and dynamically simulating drug–target-complex formations, tested against a real world and pharmaceutically relevant benchmark set. The method, based on an adaptive, electrostatics-inspired bias, envisions a campaign of trivially parallel short MD simulations and a strategy to identify a near native binding pose from the sampled configurations. At an affordable computational cost, this method provided predictions of good accuracy also when the starting protein conformation was different from that of the crystal complex, a known hurdle for traditional molecular docking (Lexa, K. W.; Carlson, H. A. Q. Rev. Biophys. 2012, 45, 301−343). Moreover, along the observed binding routes, it identified some key features also found by much more computationally expensive plain-MD simulations. Overall, this methodology represents significant progress in the description of binding phenomena.	1943.0
figshare	Fast Dynamic Docking Guided by Adaptive Electrostatic Bias: The MD-Binding Approach	Engineering chemical entities to modify how pharmaceutical targets function, as it is done in drug design, requires a good understanding of molecular recognition and binding. In this context, the limitations of statically describing bimolecular recognition, as done in docking/scoring, call for insightful and efficient dynamical investigations. On the experimental side, the characterization of dynamical binding processes is still in its infancy. Thus, computer simulations, particularly molecular dynamics (MD), are compelled to play a prominent role, allowing a deeper comprehension of the binding process and its causes and thus a more informed compound selection, making more significant the computational contribution to drug discovery (Carlson, H. A. Curr. Opin. Chem. Biol. 2002, 6, 447−452). Unfortunately, MD-based approaches cannot yet describe complex events without incurring prohibitive time and computational costs. Here, we present a new method for fully and dynamically simulating drug–target-complex formations, tested against a real world and pharmaceutically relevant benchmark set. The method, based on an adaptive, electrostatics-inspired bias, envisions a campaign of trivially parallel short MD simulations and a strategy to identify a near native binding pose from the sampled configurations. At an affordable computational cost, this method provided predictions of good accuracy also when the starting protein conformation was different from that of the crystal complex, a known hurdle for traditional molecular docking (Lexa, K. W.; Carlson, H. A. Q. Rev. Biophys. 2012, 45, 301−343). Moreover, along the observed binding routes, it identified some key features also found by much more computationally expensive plain-MD simulations. Overall, this methodology represents significant progress in the description of binding phenomena.	1943.0
figshare	Accurately Predicting CO2 Reactive Absorption Properties in Aqueous Alkanolamine Solutions by Molecular Simulation Requiring No Solvent Experimental Data	We present a general atomistic simulation framework for efficient reactive equilibrium calculations in dilute solutions, and its application to CO2 reactive absorption in aqueous alkanolamine solutions. No experimental data of any kind are required for the solvents, and no empirical adjustments are required for its implementation. This hybrid methodology calculates reaction equilibrium constants by combining high-level quantum chemical calculations of ideal-gas standard reaction Gibbs energies (ΔG0) with conventional solvation free energy calculations obtained from classical force field methodology. For these quantities we use explicit solvent molecular dynamics simulations with the General AMBER Force Field (GAFF). The resulting equilibrium constants are then coupled with a macroscopic Henry Law based ideal solution model to calculate the solution speciation and the CO2 partial pressure, PCO2. We show results for seven primary amines: monoethanolamine (MEA), 2-amino-2-methylpropanol (AMP), 1-amino-2-propanol (1-AP), 2-amino-2-methyl-1,3-propanediol (AMPD), 2-aminopropane-1,3-diol (SAPD), 2-(2-aminoethoxy)­ethanol or diglycolamine (2-AEE or DGA, respectively), and 2-amino-1-propanol (2-AP). Experimental speciation and PCO2 data for some of these are available, with which we validate our methodology. We predict new results for others in cases when such data are unavailable, and provide explanations for the experimental inability to detect carbamate solution species in relevant cases. Our results for the pK value of the carbamate reversion reaction are within the chemical accuracy limit of 218.546/T units (corresponding to 1 kcal·mol–1 in the corresponding free energy change) in comparison with experimental results when such data exist, which at 298.15 K corresponds to 0.73 pK units. The precision of our pK predictions is comparable to that which can be obtained from conventional experimental methodologies for these quantities. Our results suggest that the presented molecular simulation methodology may provide a robust and cost-efficient tool for solvent screening in the design of post-combustion CO2 capture processes.	2307.0
figshare	Atomistic Perspective on Biomolecular Adsorption on Functionalized Carbon Nanomaterials under Ambient Conditions	The use of carbon-based nanomaterials is tremendously increasing in various areas of technological, bioengineering, and biomedical applications. The functionality of carbon-based nanomaterials can be further broadened via chemical functionalization of carbon nanomaterial surfaces. On the other hand, concern is rising on possible adverse effects when nanomaterials are taken up by biological organisms. In order to contribute into understanding of interactions of carbon-based nanomaterials with biological matter, we have investigated adsorption of small biomolecules on nanomaterials using enhanced sampling molecular dynamics. The biomolecules included amino acid side chain analogues, fragments of lipids, and sugar monomers. The adsorption behavior on unstructured amorphous carbon, pristine graphene and its derivatives (such as few-layer graphene, graphene oxide, and reduced graphene oxide) as well as pristine carbon nanotubes, and those functionalized with OH–, COOH–, COO–, NH2–, and NH3+ groups was investigated with respect to surface concentration. An adsorption profile, that is, the free energy as a function of distance from the nanomaterial surfaces, was determined for each molecule and surface using the Metadynamics approach. The results were analyzed in terms of chemical specificity, surface charge, and surface concentration. It was shown that although morphology of the nanomaterial has a limited effect on the adsorption properties, functionalization of the surface by various molecular groups can drastically change the adsorption behavior that can be used in the design of nanosurfaces with highly selective adsorption properties and safe for human health and environment.	1813.0
figshare	Affinity Calculations of Cyclodextrin Host–Guest Complexes: Assessment of Strengths and Weaknesses of End-Point Free Energy Methods	The end-point methods like MM/PBSA or MM/GBSA estimate the free energy of a biomolecule by combining its molecular mechanics energy with solvation free energy and entropy terms. On the one hand, their performance largely depends on the particular system of interest, and despite numerous attempts to improve their reliability that have resulted in many variants, there is still no clear alternative to improve their accuracy. On the other hand, the relatively small cyclodextrin host–guest complexes, for which high-quality binding calorimetric data are usually available, are becoming reference models for testing the accuracy of free energy methods. In this work, we further assess the performance of various MM/PBSA-like approaches as applied to cyclodextrin complexes. To this end, we select a set of complexes between β-cyclodextrin and 57 small organic molecules that has been previously studied with the binding energy distribution analysis method in combination with an implicit solvent model (Wickstrom, L.; He, P.; Gallicchio, E.; Levy, R. M. J. Chem. Theory Comput. 2013, 9, 3136−3150). For each complex, a conventional 1.0 μs molecular dynamics simulation in explicit solvent is performed. Then we employ semiempirical quantum chemical calculations, several variants of the MM-PB­(GB)­SA methods, entropy estimations, etc., to assess the reliability of the end-point affinity calculations. The best end-point protocol in this study, which combines DFTB3 energies with entropy corrections, yields estimations of the binding free energies that still have substantial errors (RMSE = 2.2 kcal/mol), but it exhibits a good prediction capacity in terms of ligand ranking (R2 = 0.66) that is close to or even better than that of rigorous free energy methodologies. Our results can be helpful to discriminate between the intrinsic limitations of the end-point methods and other sources of error, such as the underlying energy and continuum solvation methods.	2093.0
figshare	AMBER-DYES: Characterization of Charge Fluctuations and Force Field Parameterization of Fluorescent Dyes for Molecular Dynamics Simulations	Recent advances in single molecule fluorescence experiments and theory allow a direct comparison and improved interpretation of experiment and simulation. To this end, force fields for a larger number of dyes are required which are compatible with and can be integrated into existing biomolecular force fields. Here, we developed, characterized, and implemented AMBER-DYES, a modular fluorescent label force field, for a set of 22 fluorescent dyes and their linkers from the Alexa, Atto, and Cy families, which are in common use for single molecule spectroscopy experiments. The force field is compatible with the AMBER protein force fields and the GROMACS molecular dynamics simulation program. The high electronic polarizability of the delocalized π-electron orbitals, as found in many fluorescent dyes, poses a particular challenge to point charge based force fields such as AMBER. To quantify the charge fluctuations due to the electronic polarizability, we simulated the 22 dyes in explicit solvent and sampled the charge fluctuations using QM/MM simulations at the B3LYP/6-31G*//TIP3P level of theory. The analysis of the simulations enabled us to derive ensemble fitted RESP charges from the solvated charge distributions of multiple trajectories. We observed broad, single peaked charge distributions for the conjugated ring atoms with well-defined mean values. The charge fitting procedure was validated against published charges of the dyelike amino acid tryptophan, which showed good agreement with existing tryptophan parameters from the AMBER, CHARMM, and OPLS force field families. A principal component analysis of the charge fluctuations revealed that a small number of collective coordinates suffices to describe most of the in-plane dye polarizability. The AMBER-DYES force field allows the rapid preparation of all atom molecular dynamics simulations of fluorescent systems for state of the art multi microsecond trajectories.	2084.0
